table,dataset,row_label,imr,metric,reported_value,reported_std,source_id,source_line,evidence_scope,group_id
2,IEMOCAP,MM-DFN+BALM,"(0.5,0.3,0.7)",w-F1,68.25,0.18,T2,50,existing_table_transcription_only,
2,IEMOCAP,MM-DFN+BALM,"(0.5,0.7,0.3)",Acc,64.02,1.11,T2,50,existing_table_transcription_only,
2,IEMOCAP,MM-DFN+BALM,"(0.5,0.7,0.3)",w-F1,63.76,1.05,T2,50,existing_table_transcription_only,
2,IEMOCAP,MM-DFN+BALM,"(0.7,0.3,0.5)",Acc,67.22,1.03,T2,50,existing_table_transcription_only,
2,IEMOCAP,MM-DFN+BALM,"(0.7,0.3,0.5)",w-F1,67.02,1.06,T2,50,existing_table_transcription_only,
2,IEMOCAP,MM-DFN+BALM,"(0.7,0.5,0.3)",Acc,65.5,0.47,T2,50,existing_table_transcription_only,
2,IEMOCAP,MM-DFN+BALM,"(0.7,0.5,0.3)",w-F1,64.98,0.64,T2,50,existing_table_transcription_only,
2,IEMOCAP,MM-DFN+AMBER,"(0.3,0.5,0.7)",Acc,67.43,0.71,T2,52,run_summary_and_log_excerpt_verified,G13
2,IEMOCAP,MM-DFN+AMBER,"(0.3,0.5,0.7)",w-F1,67.02,0.56,T2,52,run_summary_and_log_excerpt_verified,G13
2,IEMOCAP,MM-DFN+AMBER,"(0.3,0.7,0.5)",Acc,65.0,0.91,T2,52,run_summary_and_log_excerpt_verified,G14
2,IEMOCAP,MM-DFN+AMBER,"(0.3,0.7,0.5)",w-F1,64.41,1.01,T2,52,run_summary_and_log_excerpt_verified,G14
2,IEMOCAP,MM-DFN+AMBER,"(0.5,0.3,0.7)",Acc,68.43,0.71,T2,52,run_summary_and_log_excerpt_verified,G15
2,IEMOCAP,MM-DFN+AMBER,"(0.5,0.3,0.7)",w-F1,68.12,0.81,T2,52,run_summary_and_log_excerpt_verified,G15
2,IEMOCAP,MM-DFN+AMBER,"(0.5,0.7,0.3)",Acc,64.66,0.75,T2,52,run_summary_and_log_excerpt_verified,G16
2,IEMOCAP,MM-DFN+AMBER,"(0.5,0.7,0.3)",w-F1,64.06,0.61,T2,52,run_summary_and_log_excerpt_verified,G16
2,IEMOCAP,MM-DFN+AMBER,"(0.7,0.3,0.5)",Acc,67.65,0.68,T2,52,run_summary_and_log_excerpt_verified,G17
2,IEMOCAP,MM-DFN+AMBER,"(0.7,0.3,0.5)",w-F1,67.41,0.67,T2,52,run_summary_and_log_excerpt_verified,G17
2,IEMOCAP,MM-DFN+AMBER,"(0.7,0.5,0.3)",Acc,66.49,0.63,T2,52,run_summary_and_log_excerpt_verified,G18
2,IEMOCAP,MM-DFN+AMBER,"(0.7,0.5,0.3)",w-F1,65.94,0.25,T2,52,run_summary_and_log_excerpt_verified,G18
2,IEMOCAP,Delta (vs. original MM-DFN),"(0.3,0.5,0.7)",Acc,4.09,,T2,53,existing_table_transcription_only,
2,IEMOCAP,Delta (vs. original MM-DFN),"(0.3,0.5,0.7)",w-F1,4.02,,T2,53,existing_table_transcription_only,
2,IEMOCAP,Delta (vs. original MM-DFN),"(0.3,0.7,0.5)",Acc,4.62,,T2,53,existing_table_transcription_only,
2,IEMOCAP,Delta (vs. original MM-DFN),"(0.3,0.7,0.5)",w-F1,4.4,,T2,53,existing_table_transcription_only,
2,IEMOCAP,Delta (vs. original MM-DFN),"(0.5,0.3,0.7)",Acc,1.09,,T2,53,existing_table_transcription_only,
2,IEMOCAP,Delta (vs. original MM-DFN),"(0.5,0.3,0.7)",w-F1,0.72,,T2,53,existing_table_transcription_only,
2,IEMOCAP,Delta (vs. original MM-DFN),"(0.5,0.7,0.3)",Acc,6.74,,T2,53,existing_table_transcription_only,
2,IEMOCAP,Delta (vs. original MM-DFN),"(0.5,0.7,0.3)",w-F1,7.81,,T2,53,existing_table_transcription_only,
2,IEMOCAP,Delta (vs. original MM-DFN),"(0.7,0.3,0.5)",Acc,1.17,,T2,53,existing_table_transcription_only,
2,IEMOCAP,Delta (vs. original MM-DFN),"(0.7,0.3,0.5)",w-F1,0.74,,T2,53,existing_table_transcription_only,
2,IEMOCAP,Delta (vs. original MM-DFN),"(0.7,0.5,0.3)",Acc,2.84,,T2,53,existing_table_transcription_only,
2,IEMOCAP,Delta (vs. original MM-DFN),"(0.7,0.5,0.3)",w-F1,1.94,,T2,53,existing_table_transcription_only,
2,IEMOCAP,Delta1 (vs. Group 1 mean) [MM-DFN],"(0.3,0.5,0.7)",Acc,12.12,,T2,54,existing_table_transcription_only,
2,IEMOCAP,Delta1 (vs. Group 1 mean) [MM-DFN],"(0.3,0.5,0.7)",w-F1,12.88,,T2,54,existing_table_transcription_only,
2,IEMOCAP,Delta1 (vs. Group 1 mean) [MM-DFN],"(0.3,0.7,0.5)",Acc,12.25,,T2,54,existing_table_transcription_only,
2,IEMOCAP,Delta1 (vs. Group 1 mean) [MM-DFN],"(0.3,0.7,0.5)",w-F1,12.8,,T2,54,existing_table_transcription_only,
2,IEMOCAP,Delta1 (vs. Group 1 mean) [MM-DFN],"(0.5,0.3,0.7)",Acc,11.01,,T2,54,existing_table_transcription_only,
2,IEMOCAP,Delta1 (vs. Group 1 mean) [MM-DFN],"(0.5,0.3,0.7)",w-F1,12.05,,T2,54,existing_table_transcription_only,
2,IEMOCAP,Delta1 (vs. Group 1 mean) [MM-DFN],"(0.5,0.7,0.3)",Acc,12.08,,T2,54,existing_table_transcription_only,
2,IEMOCAP,Delta1 (vs. Group 1 mean) [MM-DFN],"(0.5,0.7,0.3)",w-F1,12.4,,T2,54,existing_table_transcription_only,
2,IEMOCAP,Delta1 (vs. Group 1 mean) [MM-DFN],"(0.7,0.3,0.5)",Acc,11.35,,T2,54,existing_table_transcription_only,
2,IEMOCAP,Delta1 (vs. Group 1 mean) [MM-DFN],"(0.7,0.3,0.5)",w-F1,12.05,,T2,54,existing_table_transcription_only,
2,IEMOCAP,Delta1 (vs. Group 1 mean) [MM-DFN],"(0.7,0.5,0.3)",Acc,12.44,,T2,54,existing_table_transcription_only,
2,IEMOCAP,Delta1 (vs. Group 1 mean) [MM-DFN],"(0.7,0.5,0.3)",w-F1,13.12,,T2,54,existing_table_transcription_only,
3,CMU-MOSEI,MMIN,"(0.3,0.5,0.7)",Acc,75.87,,T3,26,existing_table_transcription_only,
3,CMU-MOSEI,MMIN,"(0.3,0.5,0.7)",w-F1,75.52,,T3,26,existing_table_transcription_only,
3,CMU-MOSEI,MMIN,"(0.3,0.7,0.5)",Acc,71.93,,T3,26,existing_table_transcription_only,
3,CMU-MOSEI,MMIN,"(0.3,0.7,0.5)",w-F1,71.6,,T3,26,existing_table_transcription_only,
3,CMU-MOSEI,MMIN,"(0.5,0.3,0.7)",Acc,79.72,,T3,26,existing_table_transcription_only,
3,CMU-MOSEI,MMIN,"(0.5,0.3,0.7)",w-F1,79.69,,T3,26,existing_table_transcription_only,
3,CMU-MOSEI,MMIN,"(0.5,0.7,0.3)",Acc,71.46,,T3,26,existing_table_transcription_only,
3,CMU-MOSEI,MMIN,"(0.5,0.7,0.3)",w-F1,71.3,,T3,26,existing_table_transcription_only,
3,CMU-MOSEI,MMIN,"(0.7,0.3,0.5)",Acc,78.92,,T3,26,existing_table_transcription_only,
3,CMU-MOSEI,MMIN,"(0.7,0.3,0.5)",w-F1,78.45,,T3,26,existing_table_transcription_only,
3,CMU-MOSEI,MMIN,"(0.7,0.5,0.3)",Acc,75.65,,T3,26,existing_table_transcription_only,
3,CMU-MOSEI,MMIN,"(0.7,0.5,0.3)",w-F1,75.81,,T3,26,existing_table_transcription_only,
3,CMU-MOSEI,GCNet,"(0.3,0.5,0.7)",Acc,81.43,,T3,27,existing_table_transcription_only,
3,CMU-MOSEI,GCNet,"(0.3,0.5,0.7)",w-F1,81.07,,T3,27,existing_table_transcription_only,
3,CMU-MOSEI,GCNet,"(0.3,0.7,0.5)",Acc,78.23,,T3,27,existing_table_transcription_only,
3,CMU-MOSEI,GCNet,"(0.3,0.7,0.5)",w-F1,78.14,,T3,27,existing_table_transcription_only,
3,CMU-MOSEI,GCNet,"(0.5,0.3,0.7)",Acc,82.64,,T3,27,existing_table_transcription_only,
3,CMU-MOSEI,GCNet,"(0.5,0.3,0.7)",w-F1,82.78,,T3,27,existing_table_transcription_only,
3,CMU-MOSEI,GCNet,"(0.5,0.7,0.3)",Acc,78.34,,T3,27,existing_table_transcription_only,
3,CMU-MOSEI,GCNet,"(0.5,0.7,0.3)",w-F1,78.51,,T3,27,existing_table_transcription_only,
3,CMU-MOSEI,GCNet,"(0.7,0.3,0.5)",Acc,83.76,,T3,27,existing_table_transcription_only,
3,CMU-MOSEI,GCNet,"(0.7,0.3,0.5)",w-F1,83.57,,T3,27,existing_table_transcription_only,
3,CMU-MOSEI,GCNet,"(0.7,0.5,0.3)",Acc,81.45,,T3,27,existing_table_transcription_only,
3,CMU-MOSEI,GCNet,"(0.7,0.5,0.3)",w-F1,81.24,,T3,27,existing_table_transcription_only,
3,CMU-MOSEI,MoMKE,"(0.3,0.5,0.7)",Acc,78.43,,T3,28,existing_table_transcription_only,
3,CMU-MOSEI,MoMKE,"(0.3,0.5,0.7)",w-F1,78.39,,T3,28,existing_table_transcription_only,
3,CMU-MOSEI,MoMKE,"(0.3,0.7,0.5)",Acc,74.16,,T3,28,existing_table_transcription_only,
3,CMU-MOSEI,MoMKE,"(0.3,0.7,0.5)",w-F1,74.19,,T3,28,existing_table_transcription_only,
3,CMU-MOSEI,MoMKE,"(0.5,0.3,0.7)",Acc,82.17,,T3,28,existing_table_transcription_only,
3,CMU-MOSEI,MoMKE,"(0.5,0.3,0.7)",w-F1,81.86,,T3,28,existing_table_transcription_only,
3,CMU-MOSEI,MoMKE,"(0.5,0.7,0.3)",Acc,74.38,,T3,28,existing_table_transcription_only,
3,CMU-MOSEI,MoMKE,"(0.5,0.7,0.3)",w-F1,73.93,,T3,28,existing_table_transcription_only,
3,CMU-MOSEI,MoMKE,"(0.7,0.3,0.5)",Acc,82.11,,T3,28,existing_table_transcription_only,
3,CMU-MOSEI,MoMKE,"(0.7,0.3,0.5)",w-F1,81.79,,T3,28,existing_table_transcription_only,
3,CMU-MOSEI,MoMKE,"(0.7,0.5,0.3)",Acc,77.27,,T3,28,existing_table_transcription_only,
3,CMU-MOSEI,MoMKE,"(0.7,0.5,0.3)",w-F1,76.77,,T3,28,existing_table_transcription_only,
3,CMU-MOSEI,Ada2I,"(0.3,0.5,0.7)",Acc,82.42,,T3,29,existing_table_transcription_only,
3,CMU-MOSEI,Ada2I,"(0.3,0.5,0.7)",w-F1,82.28,,T3,29,existing_table_transcription_only,
3,CMU-MOSEI,Ada2I,"(0.3,0.7,0.5)",Acc,78.07,,T3,29,existing_table_transcription_only,
3,CMU-MOSEI,Ada2I,"(0.3,0.7,0.5)",w-F1,77.53,,T3,29,existing_table_transcription_only,
3,CMU-MOSEI,Ada2I,"(0.5,0.3,0.7)",Acc,83.82,,T3,29,existing_table_transcription_only,
3,CMU-MOSEI,Ada2I,"(0.5,0.3,0.7)",w-F1,83.57,,T3,29,existing_table_transcription_only,
3,CMU-MOSEI,Ada2I,"(0.5,0.7,0.3)",Acc,77.68,,T3,29,existing_table_transcription_only,
3,CMU-MOSEI,Ada2I,"(0.5,0.7,0.3)",w-F1,76.97,,T3,29,existing_table_transcription_only,
3,CMU-MOSEI,Ada2I,"(0.7,0.3,0.5)",Acc,83.38,,T3,29,existing_table_transcription_only,
3,CMU-MOSEI,Ada2I,"(0.7,0.3,0.5)",w-F1,83.49,,T3,29,existing_table_transcription_only,
3,CMU-MOSEI,Ada2I,"(0.7,0.5,0.3)",Acc,81.87,,T3,29,existing_table_transcription_only,
3,CMU-MOSEI,Ada2I,"(0.7,0.5,0.3)",w-F1,81.61,,T3,29,existing_table_transcription_only,
3,CMU-MOSEI,RedCore,"(0.3,0.5,0.7)",Acc,74.88,,T3,30,existing_table_transcription_only,
3,CMU-MOSEI,RedCore,"(0.3,0.5,0.7)",w-F1,72.89,,T3,30,existing_table_transcription_only,
3,CMU-MOSEI,RedCore,"(0.3,0.7,0.5)",Acc,70.51,,T3,30,existing_table_transcription_only,
3,CMU-MOSEI,RedCore,"(0.3,0.7,0.5)",w-F1,64.25,,T3,30,existing_table_transcription_only,
3,CMU-MOSEI,RedCore,"(0.5,0.3,0.7)",Acc,75.05,,T3,30,existing_table_transcription_only,
3,CMU-MOSEI,RedCore,"(0.5,0.3,0.7)",w-F1,72.82,,T3,30,existing_table_transcription_only,
3,CMU-MOSEI,RedCore,"(0.5,0.7,0.3)",Acc,75.01,,T3,30,existing_table_transcription_only,
3,CMU-MOSEI,RedCore,"(0.5,0.7,0.3)",w-F1,72.79,,T3,30,existing_table_transcription_only,
3,CMU-MOSEI,RedCore,"(0.7,0.3,0.5)",Acc,74.37,,T3,30,existing_table_transcription_only,
3,CMU-MOSEI,RedCore,"(0.7,0.3,0.5)",w-F1,72.71,,T3,30,existing_table_transcription_only,
3,CMU-MOSEI,RedCore,"(0.7,0.5,0.3)",Acc,74.94,,T3,30,existing_table_transcription_only,
3,CMU-MOSEI,RedCore,"(0.7,0.5,0.3)",w-F1,73.59,,T3,30,existing_table_transcription_only,
3,CMU-MOSEI,Mi-CGA,"(0.3,0.5,0.7)",Acc,81.04,,T3,31,existing_table_transcription_only,
3,CMU-MOSEI,Mi-CGA,"(0.3,0.5,0.7)",w-F1,80.97,,T3,31,existing_table_transcription_only,
3,CMU-MOSEI,Mi-CGA,"(0.3,0.7,0.5)",Acc,77.38,,T3,31,existing_table_transcription_only,
3,CMU-MOSEI,Mi-CGA,"(0.3,0.7,0.5)",w-F1,77.11,,T3,31,existing_table_transcription_only,
3,CMU-MOSEI,Mi-CGA,"(0.5,0.3,0.7)",Acc,82.55,,T3,31,existing_table_transcription_only,
3,CMU-MOSEI,Mi-CGA,"(0.5,0.3,0.7)",w-F1,82.37,,T3,31,existing_table_transcription_only,
3,CMU-MOSEI,Mi-CGA,"(0.5,0.7,0.3)",Acc,76.42,,T3,31,existing_table_transcription_only,
3,CMU-MOSEI,Mi-CGA,"(0.5,0.7,0.3)",w-F1,76.45,,T3,31,existing_table_transcription_only,
3,CMU-MOSEI,Mi-CGA,"(0.7,0.3,0.5)",Acc,82.86,,T3,31,existing_table_transcription_only,
3,CMU-MOSEI,Mi-CGA,"(0.7,0.3,0.5)",w-F1,82.64,,T3,31,existing_table_transcription_only,
3,CMU-MOSEI,Mi-CGA,"(0.7,0.5,0.3)",Acc,80.65,,T3,31,existing_table_transcription_only,
3,CMU-MOSEI,Mi-CGA,"(0.7,0.5,0.3)",w-F1,80.33,,T3,31,existing_table_transcription_only,
3,CMU-MOSEI,SDR-GNN,"(0.3,0.5,0.7)",Acc,80.13,,T3,32,existing_table_transcription_only,
3,CMU-MOSEI,SDR-GNN,"(0.3,0.5,0.7)",w-F1,80.14,,T3,32,existing_table_transcription_only,
3,CMU-MOSEI,SDR-GNN,"(0.3,0.7,0.5)",Acc,77.38,,T3,32,existing_table_transcription_only,
3,CMU-MOSEI,SDR-GNN,"(0.3,0.7,0.5)",w-F1,77.38,,T3,32,existing_table_transcription_only,
3,CMU-MOSEI,SDR-GNN,"(0.5,0.3,0.7)",Acc,83.35,,T3,32,existing_table_transcription_only,
3,CMU-MOSEI,SDR-GNN,"(0.5,0.3,0.7)",w-F1,83.03,,T3,32,existing_table_transcription_only,
3,CMU-MOSEI,SDR-GNN,"(0.5,0.7,0.3)",Acc,76.69,,T3,32,existing_table_transcription_only,
3,CMU-MOSEI,SDR-GNN,"(0.5,0.7,0.3)",w-F1,76.75,,T3,32,existing_table_transcription_only,
3,CMU-MOSEI,SDR-GNN,"(0.7,0.3,0.5)",Acc,83.54,,T3,32,existing_table_transcription_only,
3,CMU-MOSEI,SDR-GNN,"(0.7,0.3,0.5)",w-F1,83.44,,T3,32,existing_table_transcription_only,
3,CMU-MOSEI,SDR-GNN,"(0.7,0.5,0.3)",Acc,81.67,,T3,32,existing_table_transcription_only,
3,CMU-MOSEI,SDR-GNN,"(0.7,0.5,0.3)",w-F1,81.21,,T3,32,existing_table_transcription_only,
3,CMU-MOSEI,GCNet+BALM,"(0.3,0.5,0.7)",Acc,81.54,0.58,T3,33,existing_table_transcription_only,
3,CMU-MOSEI,GCNet+BALM,"(0.3,0.5,0.7)",w-F1,81.4,0.59,T3,33,existing_table_transcription_only,
3,CMU-MOSEI,GCNet+BALM,"(0.3,0.7,0.5)",Acc,78.51,0.61,T3,33,existing_table_transcription_only,
3,CMU-MOSEI,GCNet+BALM,"(0.3,0.7,0.5)",w-F1,78.33,0.49,T3,33,existing_table_transcription_only,
3,CMU-MOSEI,GCNet+BALM,"(0.5,0.3,0.7)",Acc,83.27,0.26,T3,33,existing_table_transcription_only,
3,CMU-MOSEI,GCNet+BALM,"(0.5,0.3,0.7)",w-F1,83.24,0.33,T3,33,existing_table_transcription_only,
3,CMU-MOSEI,GCNet+BALM,"(0.5,0.7,0.3)",Acc,79.5,0.99,T3,33,existing_table_transcription_only,
3,CMU-MOSEI,GCNet+BALM,"(0.5,0.7,0.3)",w-F1,79.22,0.84,T3,33,existing_table_transcription_only,
3,CMU-MOSEI,GCNet+BALM,"(0.7,0.3,0.5)",Acc,83.63,0.35,T3,33,existing_table_transcription_only,
3,CMU-MOSEI,GCNet+BALM,"(0.7,0.3,0.5)",w-F1,83.57,0.48,T3,33,existing_table_transcription_only,
3,CMU-MOSEI,GCNet+BALM,"(0.7,0.5,0.3)",Acc,82.09,0.75,T3,33,existing_table_transcription_only,
3,CMU-MOSEI,GCNet+BALM,"(0.7,0.5,0.3)",w-F1,81.84,0.72,T3,33,existing_table_transcription_only,
3,CMU-MOSEI,GCNet+AMBER,"(0.3,0.5,0.7)",Acc,81.77,0.29,T3,35,run_summary_and_log_excerpt_verified,G19
3,CMU-MOSEI,GCNet+AMBER,"(0.3,0.5,0.7)",w-F1,81.6,0.25,T3,35,run_summary_and_log_excerpt_verified,G19
3,CMU-MOSEI,GCNet+AMBER,"(0.3,0.7,0.5)",Acc,79.59,0.64,T3,35,run_summary_and_log_excerpt_verified,G20
3,CMU-MOSEI,GCNet+AMBER,"(0.3,0.7,0.5)",w-F1,79.39,0.69,T3,35,run_summary_and_log_excerpt_verified,G20
3,CMU-MOSEI,GCNet+AMBER,"(0.5,0.3,0.7)",Acc,84.18,0.57,T3,35,run_summary_and_log_excerpt_verified,G21
3,CMU-MOSEI,GCNet+AMBER,"(0.5,0.3,0.7)",w-F1,83.96,0.54,T3,35,run_summary_and_log_excerpt_verified,G21
3,CMU-MOSEI,GCNet+AMBER,"(0.5,0.7,0.3)",Acc,78.92,0.34,T3,35,run_summary_and_log_excerpt_verified,G22
3,CMU-MOSEI,GCNet+AMBER,"(0.5,0.7,0.3)",w-F1,78.61,0.43,T3,35,run_summary_and_log_excerpt_verified,G22
3,CMU-MOSEI,GCNet+AMBER,"(0.7,0.3,0.5)",Acc,84.07,0.29,T3,35,run_summary_and_log_excerpt_verified,G23
3,CMU-MOSEI,GCNet+AMBER,"(0.7,0.3,0.5)",w-F1,83.92,0.35,T3,35,run_summary_and_log_excerpt_verified,G23
3,CMU-MOSEI,GCNet+AMBER,"(0.7,0.5,0.3)",Acc,82.31,0.24,T3,35,run_summary_and_log_excerpt_verified,G24
3,CMU-MOSEI,GCNet+AMBER,"(0.7,0.5,0.3)",w-F1,82.16,0.28,T3,35,run_summary_and_log_excerpt_verified,G24
3,CMU-MOSEI,Delta (vs. original GCNet),"(0.3,0.5,0.7)",Acc,0.34,,T3,36,existing_table_transcription_only,
3,CMU-MOSEI,Delta (vs. original GCNet),"(0.3,0.5,0.7)",w-F1,0.53,,T3,36,existing_table_transcription_only,
3,CMU-MOSEI,Delta (vs. original GCNet),"(0.3,0.7,0.5)",Acc,1.36,,T3,36,existing_table_transcription_only,
3,CMU-MOSEI,Delta (vs. original GCNet),"(0.3,0.7,0.5)",w-F1,1.25,,T3,36,existing_table_transcription_only,
3,CMU-MOSEI,Delta (vs. original GCNet),"(0.5,0.3,0.7)",Acc,1.54,,T3,36,existing_table_transcription_only,
3,CMU-MOSEI,Delta (vs. original GCNet),"(0.5,0.3,0.7)",w-F1,1.18,,T3,36,existing_table_transcription_only,
3,CMU-MOSEI,Delta (vs. original GCNet),"(0.5,0.7,0.3)",Acc,0.58,,T3,36,existing_table_transcription_only,
3,CMU-MOSEI,Delta (vs. original GCNet),"(0.5,0.7,0.3)",w-F1,0.1,,T3,36,existing_table_transcription_only,
3,CMU-MOSEI,Delta (vs. original GCNet),"(0.7,0.3,0.5)",Acc,0.31,,T3,36,existing_table_transcription_only,
3,CMU-MOSEI,Delta (vs. original GCNet),"(0.7,0.3,0.5)",w-F1,0.35,,T3,36,existing_table_transcription_only,
3,CMU-MOSEI,Delta (vs. original GCNet),"(0.7,0.5,0.3)",Acc,0.86,,T3,36,existing_table_transcription_only,
3,CMU-MOSEI,Delta (vs. original GCNet),"(0.7,0.5,0.3)",w-F1,0.92,,T3,36,existing_table_transcription_only,
3,CMU-MOSEI,Delta1 (vs. Group 1 mean) [GCNet],"(0.3,0.5,0.7)",Acc,2.6,,T3,37,existing_table_transcription_only,
3,CMU-MOSEI,Delta1 (vs. Group 1 mean) [GCNet],"(0.3,0.5,0.7)",w-F1,2.85,,T3,37,existing_table_transcription_only,
3,CMU-MOSEI,Delta1 (vs. Group 1 mean) [GCNet],"(0.3,0.7,0.5)",Acc,4.21,,T3,37,existing_table_transcription_only,
3,CMU-MOSEI,Delta1 (vs. Group 1 mean) [GCNet],"(0.3,0.7,0.5)",w-F1,5.08,,T3,37,existing_table_transcription_only,
3,CMU-MOSEI,Delta1 (vs. Group 1 mean) [GCNet],"(0.5,0.3,0.7)",Acc,2.85,,T3,37,existing_table_transcription_only,
3,CMU-MOSEI,Delta1 (vs. Group 1 mean) [GCNet],"(0.5,0.3,0.7)",w-F1,3.09,,T3,37,existing_table_transcription_only,
3,CMU-MOSEI,Delta1 (vs. Group 1 mean) [GCNet],"(0.5,0.7,0.3)",Acc,3.2,,T3,37,existing_table_transcription_only,
3,CMU-MOSEI,Delta1 (vs. Group 1 mean) [GCNet],"(0.5,0.7,0.3)",w-F1,3.36,,T3,37,existing_table_transcription_only,
3,CMU-MOSEI,Delta1 (vs. Group 1 mean) [GCNet],"(0.7,0.3,0.5)",Acc,2.8,,T3,37,existing_table_transcription_only,
3,CMU-MOSEI,Delta1 (vs. Group 1 mean) [GCNet],"(0.7,0.3,0.5)",w-F1,3.05,,T3,37,existing_table_transcription_only,
3,CMU-MOSEI,Delta1 (vs. Group 1 mean) [GCNet],"(0.7,0.5,0.3)",Acc,3.23,,T3,37,existing_table_transcription_only,
3,CMU-MOSEI,Delta1 (vs. Group 1 mean) [GCNet],"(0.7,0.5,0.3)",w-F1,3.51,,T3,37,existing_table_transcription_only,
3,CMU-MOSEI,MMGCN,"(0.3,0.5,0.7)",Acc,80.82,,T3,41,existing_table_transcription_only,
3,CMU-MOSEI,MMGCN,"(0.3,0.5,0.7)",w-F1,80.2,,T3,41,existing_table_transcription_only,
3,CMU-MOSEI,MMGCN,"(0.3,0.7,0.5)",Acc,78.32,,T3,41,existing_table_transcription_only,
3,CMU-MOSEI,MMGCN,"(0.3,0.7,0.5)",w-F1,77.35,,T3,41,existing_table_transcription_only,
3,CMU-MOSEI,MMGCN,"(0.5,0.3,0.7)",Acc,84.76,,T3,41,existing_table_transcription_only,
3,CMU-MOSEI,MMGCN,"(0.5,0.3,0.7)",w-F1,84.6,,T3,41,existing_table_transcription_only,
3,CMU-MOSEI,MMGCN,"(0.5,0.7,0.3)",Acc,78.12,,T3,41,existing_table_transcription_only,
3,CMU-MOSEI,MMGCN,"(0.5,0.7,0.3)",w-F1,78.17,,T3,41,existing_table_transcription_only,
3,CMU-MOSEI,MMGCN,"(0.7,0.3,0.5)",Acc,84.04,,T3,41,existing_table_transcription_only,
3,CMU-MOSEI,MMGCN,"(0.7,0.3,0.5)",w-F1,84.04,,T3,41,existing_table_transcription_only,
3,CMU-MOSEI,MMGCN,"(0.7,0.5,0.3)",Acc,81.54,,T3,41,existing_table_transcription_only,
3,CMU-MOSEI,MMGCN,"(0.7,0.5,0.3)",w-F1,81.62,,T3,41,existing_table_transcription_only,
3,CMU-MOSEI,MMGCN+BALM,"(0.3,0.5,0.7)",Acc,82.03,0.31,T3,42,existing_table_transcription_only,
3,CMU-MOSEI,MMGCN+BALM,"(0.3,0.5,0.7)",w-F1,81.74,0.28,T3,42,existing_table_transcription_only,
3,CMU-MOSEI,MMGCN+BALM,"(0.3,0.7,0.5)",Acc,78.73,0.27,T3,42,existing_table_transcription_only,
3,CMU-MOSEI,MMGCN+BALM,"(0.3,0.7,0.5)",w-F1,78.33,0.31,T3,42,existing_table_transcription_only,
3,CMU-MOSEI,MMGCN+BALM,"(0.5,0.3,0.7)",Acc,84.54,0.32,T3,42,existing_table_transcription_only,
3,CMU-MOSEI,MMGCN+BALM,"(0.5,0.3,0.7)",w-F1,84.34,0.29,T3,42,existing_table_transcription_only,
3,CMU-MOSEI,MMGCN+BALM,"(0.5,0.7,0.3)",Acc,79.83,0.49,T3,42,existing_table_transcription_only,
3,CMU-MOSEI,MMGCN+BALM,"(0.5,0.7,0.3)",w-F1,79.44,0.37,T3,42,existing_table_transcription_only,
3,CMU-MOSEI,MMGCN+BALM,"(0.7,0.3,0.5)",Acc,84.84,0.29,T3,42,existing_table_transcription_only,
3,CMU-MOSEI,MMGCN+BALM,"(0.7,0.3,0.5)",w-F1,84.7,0.32,T3,42,existing_table_transcription_only,
3,CMU-MOSEI,MMGCN+BALM,"(0.7,0.5,0.3)",Acc,82.5,0.49,T3,42,existing_table_transcription_only,
3,CMU-MOSEI,MMGCN+BALM,"(0.7,0.5,0.3)",w-F1,82.36,0.54,T3,42,existing_table_transcription_only,
3,CMU-MOSEI,MMGCN+AMBER,"(0.3,0.5,0.7)",Acc,82.72,0.15,T3,44,run_summary_and_log_excerpt_verified,G25
3,CMU-MOSEI,MMGCN+AMBER,"(0.3,0.5,0.7)",w-F1,82.59,0.13,T3,44,run_summary_and_log_excerpt_verified,G25
3,CMU-MOSEI,MMGCN+AMBER,"(0.3,0.7,0.5)",Acc,80.21,0.24,T3,44,run_summary_and_log_excerpt_verified,G26
3,CMU-MOSEI,MMGCN+AMBER,"(0.3,0.7,0.5)",w-F1,79.77,0.24,T3,44,run_summary_and_log_excerpt_verified,G26
3,CMU-MOSEI,MMGCN+AMBER,"(0.5,0.3,0.7)",Acc,85.01,0.21,T3,44,run_summary_and_log_excerpt_verified,G27
3,CMU-MOSEI,MMGCN+AMBER,"(0.5,0.3,0.7)",w-F1,84.87,0.19,T3,44,run_summary_and_log_excerpt_verified,G27
3,CMU-MOSEI,MMGCN+AMBER,"(0.5,0.7,0.3)",Acc,80.2,0.55,T3,44,run_summary_and_log_excerpt_verified,G28
3,CMU-MOSEI,MMGCN+AMBER,"(0.5,0.7,0.3)",w-F1,79.95,0.49,T3,44,run_summary_and_log_excerpt_verified,G28
3,CMU-MOSEI,MMGCN+AMBER,"(0.7,0.3,0.5)",Acc,84.87,0.15,T3,44,run_summary_and_log_excerpt_verified,G29
3,CMU-MOSEI,MMGCN+AMBER,"(0.7,0.3,0.5)",w-F1,84.74,0.15,T3,44,run_summary_and_log_excerpt_verified,G29
3,CMU-MOSEI,MMGCN+AMBER,"(0.7,0.5,0.3)",Acc,82.98,0.31,T3,44,run_summary_and_log_excerpt_verified,G30
3,CMU-MOSEI,MMGCN+AMBER,"(0.7,0.5,0.3)",w-F1,82.8,0.24,T3,44,run_summary_and_log_excerpt_verified,G30
